gene,variable,value
CSPP1,arch_2,-0.0028056696
ARFGEF1,arch_2,0.0031663454
AC021321.1,arch_2,-0.019841423
CPA6,arch_2,0.01585605
PREX2,arch_2,0.12317655
AC011853.2,arch_2,0.018546324
C8orf34-AS1,arch_2,-0.023341928
C8orf34,arch_2,-0.058563847
LINC01592,arch_2,-0.03256199
SULF1,arch_2,-0.03454768
NCOA2,arch_2,0.023777785
AC022730.4,arch_2,-0.016000872
TRAM1,arch_2,0.0016460682
LACTB2-AS1,arch_2,-0.00850093
LACTB2,arch_2,-0.009256596
XKR9,arch_2,-0.0129827615
AC022858.1,arch_2,-0.022295445
EYA1,arch_2,-0.010131131
MSC-AS1,arch_2,0.07909218
MSC,arch_2,-0.017516105
TRPA1,arch_2,0.044046182
AC078906.1,arch_2,-0.004955834
KCNB2,arch_2,-0.026521936
TERF1,arch_2,0.0052880333
AC022893.1,arch_2,-0.0052818255
SBSPON,arch_2,-0.023653615
C8orf89,arch_2,-0.020438235
RPL7,arch_2,-0.028076986
RDH10,arch_2,0.027550919
RDH10-AS1,arch_2,0.032110207
STAU2-AS1,arch_2,-0.021463018
STAU2,arch_2,-0.029396461
AC027018.1,arch_2,-6.599436e-05
UBE2W,arch_2,-0.0026658482
ELOC,arch_2,0.0009331624
TMEM70,arch_2,-0.018252049
LY96,arch_2,0.005588869
AC087672.2,arch_2,-0.004113816
AC087627.1,arch_2,-0.0006105285
JPH1,arch_2,0.020134147
GDAP1,arch_2,-0.011630364
MIR2052HG,arch_2,-0.009496675
AC115837.2,arch_2,-0.019148774
AC011632.1,arch_2,-0.016377114
PI15,arch_2,-0.012638609
CRISPLD1,arch_2,-0.0066601224
CASC9,arch_2,-0.023534559
HNF4G,arch_2,-0.05379852
AC011029.1,arch_2,-0.006419226
LINC01111,arch_2,-0.01927893
ZFHX4-AS1,arch_2,-0.019780228
ZFHX4,arch_2,-0.026377227
PEX2,arch_2,0.0044819983
AC062004.1,arch_2,-0.023752341
PKIA-AS1,arch_2,-0.016445689
PKIA,arch_2,-0.03659664
ZC2HC1A,arch_2,-0.0057552885
IL7,arch_2,0.010132707
AC083837.1,arch_2,-0.03328368
STMN2,arch_2,-0.018004656
HEY1,arch_2,0.049267445
LINC01607,arch_2,0.018141296
AC036214.1,arch_2,0.09178294
AC036214.4,arch_2,0.01110745
MRPS28,arch_2,0.03264228
TPD52,arch_2,0.05319886
AC009686.1,arch_2,-0.01427632
AC034114.2,arch_2,-0.0060491026
AC009812.1,arch_2,-0.017887186
ZBTB10,arch_2,-0.00016047884
AC009812.3,arch_2,-0.02097372
AC009812.4,arch_2,-0.019475153
ZNF704,arch_2,-0.016671488
AC012533.1,arch_2,-0.02180378
PAG1,arch_2,0.11856802
AC022778.1,arch_2,-0.017111301
AC079209.2,arch_2,0.01697323
AC079209.1,arch_2,-0.019708239
FABP5,arch_2,-0.019708961
AC018616.1,arch_2,-0.022465905
FABP4,arch_2,-0.02866326
IMPA1,arch_2,-0.0025964743
ZFAND1,arch_2,0.006851276
AC132219.1,arch_2,-0.01587839
SNX16,arch_2,-0.003067433
LINC02235,arch_2,-0.015580962
AC060765.2,arch_2,-0.024738438
LINC02839,arch_2,-0.021966932
AC060765.1,arch_2,-0.020075023
AC105031.2,arch_2,-0.01719414
AC015522.1,arch_2,-0.0283298
RALYL,arch_2,-0.021062266
LRRCC1,arch_2,0.0025376072
AC011773.4,arch_2,-0.018338833
E2F5,arch_2,-0.0031547467
RBIS,arch_2,0.0055926945
CA13,arch_2,-0.013257215
AC011773.3,arch_2,-0.01843367
CA1,arch_2,-0.0042663547
CA3,arch_2,-0.0068871425
CA3-AS1,arch_2,-0.016641224
CA2,arch_2,-0.0047376445
AC100801.1,arch_2,-0.020564644
ATP6V0D2,arch_2,-0.022375127
AC023194.3,arch_2,-0.017617516
SLC7A13,arch_2,-0.020531699
WWP1,arch_2,-0.0106203575
RMDN1,arch_2,0.019320777
CPNE3,arch_2,0.011305764
CNGB3,arch_2,0.016000165
AC090572.3,arch_2,-0.018977331
AC090572.2,arch_2,-0.019138876
CNBD1,arch_2,0.077490814
AF121898.1,arch_2,0.048815075
AC037450.1,arch_2,-0.017426165
MMP16,arch_2,0.06837714
AC090578.1,arch_2,0.023623493
AF117829.1,arch_2,-0.0068888674
RIPK2,arch_2,-0.007198833
OSGIN2,arch_2,-0.010963946
NBN,arch_2,0.009512305
DECR1,arch_2,0.016924202
CALB1,arch_2,-0.020686535
AC004083.1,arch_2,-0.0047909003
LINC00534,arch_2,0.005052167
TMEM64,arch_2,0.009830169
NECAB1,arch_2,0.030042429
AC103770.1,arch_2,-0.016995652
C8orf88,arch_2,-0.013268014
PIP4P2,arch_2,0.01327623
AC087439.1,arch_2,-0.019547042
OTUD6B-AS1,arch_2,-0.006414081
OTUD6B,arch_2,-0.003157009
LRRC69,arch_2,-0.009572725
SLC26A7,arch_2,-0.023235917
AC103409.1,arch_2,-0.020242762
RUNX1T1,arch_2,0.0357563
AC091096.1,arch_2,-0.021562394
AC104211.1,arch_2,0.0019789166
AC117834.2,arch_2,-0.015811058
AC117834.1,arch_2,0.024954481
TRIQK,arch_2,0.00026552432
C8orf87,arch_2,-0.016204288
LINC00535,arch_2,0.04503829
AC016885.2,arch_2,-0.012802802
FAM92A,arch_2,0.011920477
AC120053.1,arch_2,-0.017884362
RBM12B,arch_2,0.009650769
TMEM67,arch_2,-0.0025684612
AC084346.1,arch_2,-0.022670597
PDP1,arch_2,-0.025973007
CDH17,arch_2,-0.020286711
GEM,arch_2,-0.035346493
RAD54B,arch_2,-0.013622752
VIRMA,arch_2,0.004820161
AC023632.2,arch_2,-0.00037656975
ESRP1,arch_2,-0.020432608
DPY19L4,arch_2,0.004695003
INTS8,arch_2,0.0075520384
CCNE2,arch_2,-0.0102349855
NDUFAF6,arch_2,0.007040475
TP53INP1,arch_2,-0.0038002743
AC068189.2,arch_2,-0.017268728
AC068189.1,arch_2,-0.017825888
PLEKHF2,arch_2,-0.026938992
C8orf37-AS1,arch_2,-0.0063723773
C8orf37,arch_2,-0.010559861
GDF6,arch_2,-0.018664602
MTERF3,arch_2,-0.009853278
PTDSS1,arch_2,-0.016825624
SDC2,arch_2,0.065237306
CPQ,arch_2,0.059940673
TSPYL5,arch_2,-0.00580276
MTDH,arch_2,-0.0010801753
LAPTM4B,arch_2,-0.032037757
MATN2,arch_2,0.07570711
RPL30,arch_2,0.010333415
AP003352.1,arch_2,-0.016512541
RIDA,arch_2,-0.010643155
POP1,arch_2,-0.017972182
NIPAL2,arch_2,-0.0037282675
STK3,arch_2,0.0038282487
KCNS2,arch_2,-0.019717671
AP003467.1,arch_2,-0.02007368
OSR2,arch_2,-0.026372235
VPS13B-DT,arch_2,0.006376883
AC016877.1,arch_2,-0.025150096
VPS13B,arch_2,0.0020055908
AC107909.2,arch_2,-0.019799238
AC018442.2,arch_2,-0.020706145
COX6C,arch_2,-0.019656448
RGS22,arch_2,0.012546804
POLR2K,arch_2,-0.022654267
SPAG1,arch_2,-0.005832251
RNF19A,arch_2,-0.047558323
AP001574.1,arch_2,-0.027009156
ANKRD46,arch_2,0.0043212343
SNX31,arch_2,-0.024728987
PABPC1,arch_2,-0.033320926
AC027373.1,arch_2,-0.020453162
YWHAZ,arch_2,-0.0068111965
AP003469.4,arch_2,-0.004576756
ZNF706,arch_2,0.010816663
AP001208.1,arch_2,-0.020154867
GRHL2,arch_2,-0.015274742
NCALD,arch_2,0.08356122
AP000426.1,arch_2,-0.006461803
RRM2B,arch_2,0.0033946536
UBR5-AS1,arch_2,0.005355298
UBR5,arch_2,0.005870393
AP002907.1,arch_2,-0.018319502
AP002852.1,arch_2,-0.018879488
KLF10,arch_2,-0.010643958
AP002851.1,arch_2,-0.018293135
GASAL1,arch_2,-0.019505033
AZIN1,arch_2,0.0030461005
AP003696.1,arch_2,-0.020338789
AZIN1-AS1,arch_2,0.017046183
ATP6V1C1,arch_2,-0.006668211
BAALC,arch_2,-0.018963011
BAALC-AS1,arch_2,-0.0043674707
FZD6,arch_2,-0.034814168
CTHRC1,arch_2,-0.00947607
AC012213.3,arch_2,-0.019517846
SLC25A32,arch_2,-0.008729804
DCAF13,arch_2,-0.012480301
RIMS2,arch_2,-0.028252728
DPYS,arch_2,-0.02806898
LRP12,arch_2,0.0015240589
ZFPM2,arch_2,0.0141644105
AC021546.1,arch_2,-0.02025581
ZFPM2-AS1,arch_2,0.030392602
AC090802.1,arch_2,-0.02043525
AC027031.2,arch_2,-0.024739115
OXR1,arch_2,-0.02819701
AC090579.1,arch_2,-0.00753076
ANGPT1,arch_2,-0.039067496
AC025508.1,arch_2,-0.03424774
RSPO2,arch_2,-0.049041115
EIF3E,arch_2,-0.016039718
AC087620.1,arch_2,-0.018638901
EMC2,arch_2,-0.0068833954
TMEM74,arch_2,-0.026355384
AC104248.1,arch_2,-0.026346123
TRHR,arch_2,-0.023163771
NUDCD1,arch_2,-0.010896786
AC021237.1,arch_2,-0.017465817
ENY2,arch_2,-0.004767728
PKHD1L1,arch_2,-0.03108629
EBAG9,arch_2,0.0015224598
SYBU,arch_2,-0.0579898
LINC01608,arch_2,-0.019768596
LINC01609,arch_2,-0.016952908
LINC02237,arch_2,-0.026008362
CSMD3,arch_2,0.012083223
AC055788.1,arch_2,-0.0155208325
TRPS1,arch_2,0.011043088
AF178030.1,arch_2,-0.019358639
LINC00536,arch_2,-0.020966958
AC090994.1,arch_2,-0.019134529
EIF3H,arch_2,-0.0074031763
UTP23,arch_2,0.004054824
RAD21,arch_2,0.008708701
SLC30A8,arch_2,-0.01987116
AC084114.1,arch_2,-0.018291658
MED30,arch_2,0.005027217
EXT1,arch_2,-0.004642284
SAMD12,arch_2,-0.029155506
AC023590.1,arch_2,-0.023040764
SAMD12-AS1,arch_2,-0.025340063
TNFRSF11B,arch_2,-0.024762765
MAL2,arch_2,-0.019662905
MAL2-AS1,arch_2,-0.024158483
AC021733.4,arch_2,-0.04568136
CCN3,arch_2,-0.031137764
AC021733.2,arch_2,-0.022144757
ENPP2,arch_2,0.0355224
TAF2,arch_2,-0.0028109897
AP005717.2,arch_2,-0.009973816
DSCC1,arch_2,-0.008288382
DEPTOR,arch_2,-0.009236153
AC091563.1,arch_2,-0.015556913
COL14A1,arch_2,-0.07455209
MRPL13,arch_2,-0.007374988
MTBP,arch_2,0.01940502
SNTB1,arch_2,0.13469046
AC104958.1,arch_2,0.027222406
AC068413.1,arch_2,-0.017205667
HAS2,arch_2,-0.064298615
HAS2-AS1,arch_2,-0.01368554
LINC02855,arch_2,-0.01971752
AC037486.1,arch_2,-0.032924537
ZHX2,arch_2,-0.005082826
AC104316.1,arch_2,0.0027084146
DERL1,arch_2,-0.0022209343
TBC1D31,arch_2,-0.0072124614
AC068228.3,arch_2,-0.017307812
FAM83A,arch_2,-0.018833298
C8orf76,arch_2,0.0047696945
ZHX1,arch_2,-0.0002196386
ATAD2,arch_2,-0.0143161835
WDYHV1,arch_2,0.0024607412
FBXO32,arch_2,-0.029641258
ANXA13,arch_2,-0.01807784
FAM91A1,arch_2,-0.0040555196
FER1L6,arch_2,-0.023917386
FER1L6-AS1,arch_2,-0.020270877
FER1L6-AS2,arch_2,-0.019946672
AC090921.1,arch_2,-0.019274652
TMEM65,arch_2,-0.033732843
TRMT12,arch_2,-0.006575584
RNF139-AS1,arch_2,-0.011587577
RNF139,arch_2,-0.0018961317
TATDN1,arch_2,-0.005892203
AC090198.1,arch_2,-0.019377958
NDUFB9,arch_2,-0.03010564
MTSS1,arch_2,-0.09449307
AC100858.3,arch_2,-0.019924046
LINC00964,arch_2,-0.021538243
ZNF572,arch_2,-0.02081551
SQLE,arch_2,-0.013037999
WASHC5,arch_2,-0.0057260524
WASHC5-AS1,arch_2,-0.015216163
NSMCE2,arch_2,-0.01240363
AC084083.1,arch_2,-0.01758364
TRIB1,arch_2,-0.030002598
AC091114.1,arch_2,-0.016833743
AC016074.2,arch_2,-0.024462957
LINC00861,arch_2,-0.025323784
PCAT1,arch_2,-0.01190124
AC024382.1,arch_2,-0.02055382
CASC19,arch_2,-0.00794854
CASC8,arch_2,-0.021535704
AC104370.1,arch_2,-0.021060703
CASC11,arch_2,-0.023900986
MYC,arch_2,-0.031329084
PVT1,arch_2,-0.11586537
AC100822.1,arch_2,-0.017727125
LINC00824,arch_2,-0.021869007
CCDC26,arch_2,-0.013766483
AC022973.5,arch_2,-0.019174734
FAM49B,arch_2,-0.04705203
AC022973.4,arch_2,-0.019395703
AC022973.3,arch_2,-0.018455759
AC131568.1,arch_2,-0.022284029
ASAP1,arch_2,0.03831899
AC009682.1,arch_2,-0.016211476
AC139019.1,arch_2,-0.018877547
ADCY8,arch_2,-0.023647653
EFR3A,arch_2,0.0044920826
KCNQ3,arch_2,0.012400417
HPYR1,arch_2,-0.018875435
LRRC6,arch_2,0.006582625
TMEM71,arch_2,0.011209561
AF228727.1,arch_2,-0.00063897885
PHF20L1,arch_2,-0.0112470705
AF230666.1,arch_2,-0.012614673
TG,arch_2,-0.011284641
SLA,arch_2,-0.029043222
CCN4,arch_2,-0.023138957
NDRG1,arch_2,-0.014237541
ST3GAL1,arch_2,-0.121138796
AC103706.1,arch_2,-0.02662147
AC105180.2,arch_2,-0.023217246
ZFAT,arch_2,-0.004972948
AC083843.3,arch_2,-0.0218137
LINC01591,arch_2,-0.02127008
KHDRBS3,arch_2,0.026231851
LINC02055,arch_2,-0.008347818
AC105213.1,arch_2,-0.019392133
AC046195.1,arch_2,-0.01650456
AC046195.2,arch_2,-0.021863868
FAM135B,arch_2,-0.038670603
COL22A1,arch_2,-0.13521661
KCNK9,arch_2,-0.01874567
TRAPPC9,arch_2,0.0076285773
AC107375.1,arch_2,0.0061163222
CHRAC1,arch_2,-0.014697617
AGO2,arch_2,-0.00079416996
PTK2,arch_2,0.0070405123
DENND3,arch_2,-0.03373495
AC040970.1,arch_2,-0.020311385
SLC45A4,arch_2,-0.0022465512
AC011676.3,arch_2,-0.021206494
LINC00051,arch_2,-0.019873211
TSNARE1,arch_2,-0.0025234704
ADGRB1,arch_2,-0.021648401
JRK,arch_2,-0.0064105135
PSCA,arch_2,-0.016941594
LY6K,arch_2,-0.0198424
LNCOC1,arch_2,-0.011842646
THEM6,arch_2,-0.01726803
LYNX1,arch_2,-0.021888874
GML,arch_2,-0.019950004
LY6E-DT,arch_2,-0.024167074
LY6E,arch_2,-0.01816945
C8orf31,arch_2,-0.011721165
ZFP41,arch_2,-0.0059754644
GLI4,arch_2,-0.0099807875
MINCR,arch_2,-0.022725051
ZNF696,arch_2,-0.008330396
TOP1MT,arch_2,-0.00048670918
ZC3H3,arch_2,-0.0061625103
AC067930.8,arch_2,-0.008524651
AC067930.3,arch_2,-0.01834012
GSDMD,arch_2,0.00063820794
MROH6,arch_2,-0.020275386
NAPRT,arch_2,-0.027272318
EEF1D,arch_2,-0.011789565
TIGD5,arch_2,-0.016853485
PYCR3,arch_2,-0.019759933
TSTA3,arch_2,-0.024196604
AC067930.2,arch_2,-0.016781598
ZNF623,arch_2,-0.0038261185
ZNF707,arch_2,-0.008945525
IQANK1,arch_2,-0.019717589
SCRIB,arch_2,-0.015432492
PUF60,arch_2,-0.022950431
AC234917.3,arch_2,-0.019370671
NRBP2,arch_2,-0.008511018
AC109322.2,arch_2,-0.02474649
PLEC,arch_2,-0.02630477
PARP10,arch_2,-0.008241577
GRINA,arch_2,-0.024187181
SPATC1,arch_2,-0.017571967
AC109322.1,arch_2,-0.016823746
EXOSC4,arch_2,-0.019873826
GPAA1,arch_2,-0.015002177
SHARPIN,arch_2,0.00028907857
MAF1,arch_2,-0.0236646
WDR97,arch_2,-0.019747194
HGH1,arch_2,-0.020212991
MROH1,arch_2,-0.0077235824
BOP1,arch_2,-0.030646611
SCX,arch_2,-0.04644771
HSF1,arch_2,-0.02683877
DGAT1,arch_2,-0.028817402
SLC52A2,arch_2,-0.023588615
FBXL6,arch_2,-0.021940552
ADCK5,arch_2,-0.014943461
CPSF1,arch_2,-0.0067210603
VPS28,arch_2,-0.02047448
TONSL,arch_2,-0.020813564
CYHR1,arch_2,-0.0062385756
KIFC2,arch_2,-0.022276659
PPP1R16A,arch_2,-0.02530531
AC084125.2,arch_2,-0.019634187
MFSD3,arch_2,-0.019008152
RECQL4,arch_2,-0.017017663
AC084125.4,arch_2,-0.0199378
LRRC14,arch_2,-0.008566299
LRRC24,arch_2,-0.018146928
C8orf82,arch_2,-0.022304177
ARHGAP39,arch_2,-0.013590556
AF186192.1,arch_2,-0.015830718
ZNF251,arch_2,-0.0022520183
ZNF34,arch_2,-0.0050416165
RPL8,arch_2,-0.023849528
ZNF517,arch_2,-0.009342537
ZNF7,arch_2,0.0020179441
COMMD5,arch_2,-0.0028696512
AF235103.3,arch_2,-0.011770135
ZNF250,arch_2,-0.0026197892
ZNF16,arch_2,-0.009697511
ZNF252P-AS1,arch_2,-0.021647038
C8orf33,arch_2,-0.016219957
WASHC1,arch_2,-0.0015286377
AL928970.1,arch_2,-0.018856263
CBWD1,arch_2,-0.008273996
DOCK8,arch_2,-0.05066036
AL158832.1,arch_2,-0.020963175
AL161725.1,arch_2,-0.020685336
KANK1,arch_2,0.068960965
AL136979.1,arch_2,0.0016959432
DMRT1,arch_2,-0.020959167
DMRT2,arch_2,-0.019805111
AL358053.1,arch_2,-0.018769518
SMARCA2,arch_2,0.013537524
AL359076.1,arch_2,-0.0056739594
VLDLR-AS1,arch_2,0.009330186
VLDLR,arch_2,0.019768693
KCNV2,arch_2,-0.020084549
PUM3,arch_2,-0.009526851
RFX3,arch_2,0.038376767
RFX3-AS1,arch_2,0.01810026
AL354977.1,arch_2,-0.02023176
GLIS3,arch_2,0.078855574
AL137071.1,arch_2,-0.017525371
GLIS3-AS1,arch_2,-0.017660389
AL162419.1,arch_2,-0.016729342
SLC1A1,arch_2,-0.01997615
SPATA6L,arch_2,0.013975618
PLPP6,arch_2,-0.017583326
CDC37L1-DT,arch_2,-0.021222448
CDC37L1,arch_2,-0.00263273
AK3,arch_2,-0.0072677652
AL353151.2,arch_2,-0.014224164
RCL1,arch_2,-0.0147941755
JAK2,arch_2,-0.029266076
INSL6,arch_2,-0.0002223136
PLGRKT,arch_2,0.010071185
CD274,arch_2,-0.018769948
AL162253.2,arch_2,0.02047574
PDCD1LG2,arch_2,0.016288072
AL162253.1,arch_2,-0.017559066
RIC1,arch_2,-0.0008818978
AL136980.1,arch_2,-0.019042961
ERMP1,arch_2,0.0071580606
KIAA2026,arch_2,-0.0025047762
MLANA,arch_2,-0.009923562
RANBP6,arch_2,-0.021590654
IL33,arch_2,0.03143325
UHRF2,arch_2,0.0014939599
AL133480.1,arch_2,0.01133028
GLDC,arch_2,-0.025168696
AL162411.1,arch_2,-0.022948287
KDM4C,arch_2,-0.0018503093
AL161443.1,arch_2,-0.01880285
DMAC1,arch_2,-0.0020640937
AL135923.2,arch_2,-0.010394487
PTPRD,arch_2,0.052874785
PTPRD-AS1,arch_2,-0.01973661
AL353595.1,arch_2,-0.024172802
LURAP1L-AS1,arch_2,-0.034495454
LURAP1L,arch_2,-0.06786648
AL161449.2,arch_2,-0.029579012
MPDZ,arch_2,0.0056574624
AL583785.1,arch_2,-0.030765586
LINC01235,arch_2,-0.026179362
NFIB,arch_2,0.035162807
AL136366.1,arch_2,0.0024299629
AL137017.1,arch_2,-0.022615498
AL159169.2,arch_2,-0.02156056
ZDHHC21,arch_2,0.012523791
CER1,arch_2,-0.017520104
FREM1,arch_2,0.17905487
AL512643.2,arch_2,0.0013623481
AL512643.1,arch_2,-0.015082177
TTC39B,arch_2,0.012678651
SNAPC3,arch_2,0.0057595856
PSIP1,arch_2,0.015262961
CCDC171,arch_2,0.029436834
C9orf92,arch_2,0.007766852
BNC2,arch_2,0.060092676
AL449983.1,arch_2,-0.009757716
BNC2-AS1,arch_2,-0.016062388
AL162725.2,arch_2,-0.022486256
CNTLN,arch_2,0.013950151
SH3GL2,arch_2,-0.020691056
ADAMTSL1,arch_2,-0.061864413
SAXO1,arch_2,-0.007104113
RRAGA,arch_2,-0.021422682
HAUS6,arch_2,-0.0056249257
PLIN2,arch_2,-0.06096087
DENND4C,arch_2,0.024520883
AL161909.2,arch_2,-0.017118592
AL391834.2,arch_2,-0.019501558
RPS6,arch_2,-0.026143296
AL391834.3,arch_2,-0.022272393
ACER2,arch_2,0.024989856
AL158206.1,arch_2,-0.0040213675
SLC24A2,arch_2,0.08907342
AL158077.2,arch_2,-0.016799415
MLLT3,arch_2,0.040162083
FOCAD,arch_2,0.04628995
HACD4,arch_2,0.011672706
KLHL9,arch_2,-0.006613641
MIR31HG,arch_2,-0.020826045
MTAP,arch_2,0.010255527
AL359922.2,arch_2,-0.01947557
CDKN2A,arch_2,-0.033487212
CDKN2B-AS1,arch_2,-0.027105216
CDKN2B,arch_2,-0.033977978
DMRTA1,arch_2,-0.021065654
LINC01239,arch_2,-0.07626999
AL391117.1,arch_2,-0.035918735
AL445623.2,arch_2,-0.018784791
ELAVL2,arch_2,-0.019972377
TUSC1,arch_2,-0.022353971
LINC01241,arch_2,-0.020303411
CAAP1,arch_2,0.0029314533
PLAA,arch_2,-0.0038966266
IFT74,arch_2,0.016927665
LRRC19,arch_2,-0.0140597485
AL355432.1,arch_2,-0.017170548
TEK,arch_2,-0.045859445
EQTN,arch_2,-0.02011794
MOB3B,arch_2,0.008951183
AL163192.1,arch_2,-0.018857375
AL451123.1,arch_2,-0.014285313
C9orf72,arch_2,-0.0023701724
LINGO2,arch_2,0.010069485
AL445526.1,arch_2,-0.023034558
LINC01242,arch_2,-0.013022942
ACO1,arch_2,0.01823911
DDX58,arch_2,0.01761002
TOPORS,arch_2,-0.0008867183
SMIM27,arch_2,-0.0018217162
NDUFB6,arch_2,-0.0007842716
TAF1L,arch_2,-0.019580405
APTX,arch_2,0.0029605574
DNAJA1,arch_2,-0.016531738
SMU1,arch_2,0.002082472
B4GALT1,arch_2,-0.0014173805
B4GALT1-AS1,arch_2,-0.020459576
BAG1,arch_2,-0.024720771
CHMP5,arch_2,-0.0020387825
NFX1,arch_2,-0.01392545
AQP7,arch_2,-0.02793192
NOL6,arch_2,-0.015473363
PTENP1-AS,arch_2,-0.018104253
PRSS3,arch_2,-0.01875153
UBE2R2-AS1,arch_2,-0.01046965
UBE2R2,arch_2,-0.014647245
UBAP2,arch_2,-0.01934615
AL354989.1,arch_2,-0.010204363
DCAF12,arch_2,-0.0008874907
UBAP1,arch_2,-0.011549094
KIF24,arch_2,-0.009623739
NUDT2,arch_2,0.0009969331
MYORG,arch_2,-0.010011086
C9orf24,arch_2,0.0027303144
FAM219A,arch_2,-0.003016272
DNAI1,arch_2,-0.018939614
CNTFR,arch_2,-0.05825237
CNTFR-AS1,arch_2,-0.036537305
RPP25L,arch_2,-0.019532058
DCTN3,arch_2,-0.020417705
SIGMAR1,arch_2,-0.02192342
GALT,arch_2,-0.0022027849
IL11RA,arch_2,-0.01914235
CCL27,arch_2,-0.015965106
AL162231.1,arch_2,-0.019264583
AL162231.2,arch_2,-0.015228873
AL589645.1,arch_2,-0.023226898
DNAJB5,arch_2,-0.026477575
AL355377.3,arch_2,-0.024462063
C9orf131,arch_2,-0.023434866
VCP,arch_2,-0.013316036
FANCG,arch_2,-0.021558352
PIGO,arch_2,-0.01420058
STOML2,arch_2,-0.01921943
FAM214B,arch_2,-0.027905915
UNC13B,arch_2,0.016036144
RUSC2,arch_2,-0.028509066
AL133476.1,arch_2,-0.020095602
FAM166B,arch_2,-0.01867667
TESK1,arch_2,-0.016120933
CD72,arch_2,0.0023947384
RMRP,arch_2,-0.018569471
CCDC107,arch_2,-0.02393181
ARHGEF39,arch_2,-0.021204295
TLN1,arch_2,-0.015513432
CREB3,arch_2,-0.017793408
GBA2,arch_2,-0.00616255
RGP1,arch_2,-0.005591831
MSMP,arch_2,-0.020664627
AL133410.1,arch_2,-0.0075006937
NPR2,arch_2,-0.006685387
SPAG8,arch_2,-0.017366676
HINT2,arch_2,-0.021063285
TMEM8B,arch_2,-0.005074847
FAM221B,arch_2,-0.018817486
HRCT1,arch_2,-0.021544307
SPAAR,arch_2,0.101906925
AL135841.1,arch_2,-0.011938613
RECK,arch_2,-0.023656638
GLIPR2,arch_2,-0.0074421745
CLTA,arch_2,-0.009181722
GNE,arch_2,-0.008632645
RNF38,arch_2,0.01609975
MELK,arch_2,-0.022399489
PAX5,arch_2,-0.021546315
EBLN3P,arch_2,-0.0015156406
ZCCHC7,arch_2,0.003934145
GRHPR,arch_2,-0.00014146855
ZBTB5,arch_2,0.0030313085
POLR1E,arch_2,-0.019971928
AL513165.1,arch_2,-0.0215577
FBXO10,arch_2,-0.011312364
TOMM5,arch_2,-0.024670325
FRMPD1,arch_2,-0.02142165
TRMT10B,arch_2,0.0094289705
EXOSC3,arch_2,0.00036640733
DCAF10,arch_2,0.0013828884
SLC25A51,arch_2,-0.0035644446
SHB,arch_2,-0.04597739
AL953883.1,arch_2,-0.020199526
CNTNAP3,arch_2,-0.024774853
GLIDR,arch_2,0.00050005945
BX664615.2,arch_2,-0.0010140437
BX664727.3,arch_2,-0.00012696706
BMS1P14,arch_2,-0.038415857
FP325318.1,arch_2,-0.01765316
AL353626.1,arch_2,-0.019582015
CBWD6,arch_2,-0.01449528
AL591926.2,arch_2,-0.015125944
FAM242F,arch_2,-0.003091863
CNTNAP3B,arch_2,-0.038542055
AL445584.2,arch_2,-0.023322742
BX088651.4,arch_2,-0.019572064
FAM27C,arch_2,0.0018250787
FAM242E,arch_2,-0.01796958
AL590399.3,arch_2,-0.021002918
AL590399.1,arch_2,-0.018621089
LINC01189,arch_2,0.0008969734
LINC01410,arch_2,-0.023879908
AL512625.3,arch_2,-0.019535422
LERFS,arch_2,-0.009418724
AL512625.1,arch_2,-0.020945366
ANKRD20A4,arch_2,-0.020986967
FP326651.1,arch_2,-0.017512385
CBWD5,arch_2,-0.008483711
AL136317.2,arch_2,-0.0162723
ZNF658,arch_2,0.004344509
AL627230.1,arch_2,-0.019018369
ANKRD20A1,arch_2,-0.018950365
CBWD3,arch_2,-0.015131947
PGM5,arch_2,-0.052399684
AL161457.2,arch_2,-0.010994794
TMEM252-DT,arch_2,-0.02446638
PIP5K1B,arch_2,-0.029125027
FXN,arch_2,-0.0030735817
TJP2,arch_2,-0.08173447
FAM189A2,arch_2,-0.022792462
APBA1,arch_2,0.012601909
AL353693.1,arch_2,-0.003410572
PTAR1,arch_2,0.004414338
MAMDC2-AS1,arch_2,0.113362014
MAMDC2,arch_2,0.18927479
SMC5-AS1,arch_2,0.053817783
SMC5,arch_2,0.010106139
KLF9,arch_2,-0.042589158
TRPM3,arch_2,-0.029955972
CEMIP2,arch_2,-0.03020715
ABHD17B,arch_2,0.0075911568
C9orf85,arch_2,0.016957613
C9orf57,arch_2,-0.018000236
AL583829.1,arch_2,-0.018542243
GDA,arch_2,-0.021649139
LINC01504,arch_2,0.0022082329
ZFAND5,arch_2,-0.058892842
TMC1,arch_2,-0.027604904
LINC01474,arch_2,-0.02053609
ALDH1A1,arch_2,0.0062762145
ANXA1,arch_2,-0.052071307
RORB,arch_2,-0.023703603
TRPM6,arch_2,-0.025619859
C9orf40,arch_2,-0.016989995
CARNMT1-AS1,arch_2,0.008594989
CARNMT1,arch_2,0.0075236154
NMRK1,arch_2,-0.0017513037
OSTF1,arch_2,0.0030059807
PCSK5,arch_2,-0.057744335
RFK,arch_2,0.020270882
GCNT1,arch_2,-0.038800113
PRUNE2,arch_2,-0.05806766
PCA3,arch_2,-0.03316137
VPS13A,arch_2,0.011825638
GNA14,arch_2,0.0882846
GNA14-AS1,arch_2,0.07600833
GNAQ,arch_2,0.009197379
CEP78,arch_2,0.0072318288
PSAT1,arch_2,-0.01807369
